data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-29,2021-05-09,consistent,6,167
2021-06-29,2021-05-08,inconsistent,0,2
2021-06-29,2021-05-08,consistent,11,1898
2021-06-29,2021-05-07,consistent,15,3047
2021-06-29,2021-05-06,consistent,17,2512
2021-06-29,2021-05-05,inconsistent,0,6
2021-06-29,2021-05-05,consistent,17,3094
2021-06-29,2021-05-04,inconsistent,0,4
2021-06-29,2021-05-04,consistent,21,2591
2021-06-29,2021-05-03,inconsistent,0,2
2021-06-29,2021-05-03,consistent,12,2999
