data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-25,2021-01-24,inconsistent,0,4
2021-06-25,2021-01-24,consistent,0,676
2021-06-25,2021-01-23,inconsistent,0,38
2021-06-25,2021-01-23,consistent,1,1053
2021-06-25,2021-01-22,inconsistent,0,10
2021-06-25,2021-01-22,consistent,1,930
2021-06-25,2021-01-21,inconsistent,0,31
2021-06-25,2021-01-21,consistent,1,1203
2021-06-25,2021-01-20,inconsistent,0,111
2021-06-25,2021-01-20,consistent,3,1490
2021-06-25,2021-01-19,inconsistent,0,10
2021-06-25,2021-01-19,consistent,1,308
2021-06-25,2021-01-18,consistent,0,3
