data_atualizacao,tipo,media_tempo_gasto,total
2021-05-26,inconsistent,56,41875
2021-05-26,consistent,92,68530
2021-05-25,inconsistent,99,42841
2021-05-25,consistent,163,70410
2021-05-24,inconsistent,44,44481
2021-05-24,consistent,70,70526
2021-05-22,inconsistent,16,44481
2021-05-22,consistent,25,70524
