data_atualizacao,tipo,media_tempo_gasto,total
2021-05-25,inconsistent,60,38156
2021-05-25,consistent,136,87013
2021-05-24,inconsistent,28,38096
2021-05-24,consistent,64,86250
2021-05-22,inconsistent,23,38096
2021-05-22,consistent,52,86250
