data_atualizacao,tipo,media_tempo_gasto,total
2021-05-26,inconsistent,41,40638
2021-05-26,consistent,65,63955
2021-05-25,inconsistent,101,40636
2021-05-25,consistent,159,63938
2021-05-24,inconsistent,69,40585
2021-05-24,consistent,108,63463
2021-05-22,inconsistent,23,40585
2021-05-22,consistent,37,63463
