data_atualizacao,tipo,media_tempo_gasto,total
2021-05-25,inconsistent,53,34196
2021-05-25,consistent,130,83341
2021-05-24,inconsistent,26,34146
2021-05-24,consistent,62,82677
2021-05-22,inconsistent,29,34146
2021-05-22,consistent,71,82675
