data_atualizacao,tipo,media_tempo_gasto,total
2021-05-26,inconsistent,27,26184
2021-05-26,consistent,48,45645
2021-05-25,inconsistent,33,26184
2021-05-25,consistent,58,45632
2021-05-24,inconsistent,58,26119
2021-05-24,consistent,101,45202
2021-05-22,inconsistent,16,26119
2021-05-22,consistent,27,45201
