data_atualizacao,tipo,media_tempo_gasto,total
2021-05-25,inconsistent,61,26345
2021-05-25,consistent,90,38613
2021-05-24,inconsistent,27,27053
2021-05-24,consistent,39,38766
2021-05-22,inconsistent,9,27053
2021-05-22,consistent,14,38766
