data_atualizacao,tipo,media_tempo_gasto,total
2021-05-26,inconsistent,3,2480
2021-05-26,consistent,10,8369
2021-05-25,inconsistent,7,2480
2021-05-25,consistent,23,8369
2021-05-24,inconsistent,5,2478
2021-05-24,consistent,16,8364
2021-05-22,inconsistent,1,2478
2021-05-22,consistent,3,8364
