data_atualizacao,tipo,media_tempo_gasto,total
2021-06-11,inconsistent,2,1507
2021-06-11,consistent,171,164736
2021-05-27,inconsistent,0,115
2021-05-27,consistent,148,141858
2021-05-26,inconsistent,0,69
2021-05-26,consistent,92,126953
