data_atualizacao,tipo,media_tempo_gasto,total
2021-05-25,inconsistent,36,18942
2021-05-25,consistent,143,74673
2021-05-24,inconsistent,17,18845
2021-05-24,consistent,67,74438
2021-05-22,inconsistent,9,18845
2021-05-22,consistent,37,74438
