data_atualizacao,tipo,media_tempo_gasto,total
2021-05-26,inconsistent,80,68546
2021-05-26,consistent,106,90010
2021-05-25,inconsistent,185,68545
2021-05-25,consistent,244,90000
2021-05-24,inconsistent,130,68411
2021-05-24,consistent,170,89820
2021-05-22,inconsistent,28,68411
2021-05-22,consistent,36,89819
