data_atualizacao,tipo,media_tempo_gasto,total
2021-05-26,inconsistent,1,1229
2021-05-26,consistent,3,3259
2021-05-25,inconsistent,2,1229
2021-05-25,consistent,4,3259
2021-05-24,inconsistent,3,1222
2021-05-24,consistent,7,3124
2021-05-22,inconsistent,0,1222
2021-05-22,consistent,1,3124
