data_atualizacao,tipo,media_tempo_gasto,total
2021-05-25,inconsistent,36,13186
2021-05-25,consistent,61,22559
2021-05-24,inconsistent,25,13164
2021-05-24,consistent,42,22392
2021-05-22,inconsistent,5,13164
2021-05-22,consistent,9,22392
