data_atualizacao,tipo,media_tempo_gasto,total
2021-05-25,inconsistent,39,20252
2021-05-25,consistent,131,68634
2021-05-24,inconsistent,18,20183
2021-05-24,consistent,61,68432
2021-05-22,inconsistent,10,20183
2021-05-22,consistent,34,68431
