data_atualizacao,tipo,media_tempo_gasto,total
2021-05-26,inconsistent,41,30566
2021-05-26,consistent,67,49993
2021-05-25,inconsistent,73,31644
2021-05-25,consistent,120,51522
2021-05-24,inconsistent,33,32701
2021-05-24,consistent,51,51394
2021-05-22,inconsistent,11,32701
2021-05-22,consistent,18,51394
