data_atualizacao,tipo,media_tempo_gasto,total
2021-05-25,inconsistent,44,28191
2021-05-25,consistent,97,62001
2021-05-24,inconsistent,21,28127
2021-05-24,consistent,46,61512
2021-05-22,inconsistent,17,28127
2021-05-22,consistent,37,61508
