data_atualizacao,tipo,media_tempo_gasto,total
2021-05-26,inconsistent,7,7135
2021-05-26,consistent,16,15357
2021-05-25,inconsistent,9,7135
2021-05-25,consistent,19,15357
2021-05-24,inconsistent,16,7115
2021-05-24,consistent,34,15094
2021-05-22,inconsistent,4,7115
2021-05-22,consistent,9,15094
