data_atualizacao,tipo,media_tempo_gasto,total
2021-05-27,inconsistent,0,254
2021-05-27,consistent,161,161310
2021-05-26,inconsistent,0,248
2021-05-26,consistent,142,158171
2021-05-23,consistent,5,2690
